ï»¿ts,code,carno,msgtype,lat,lon,type,desc,gps,event_lon,event_lat,equipmenttype,message,messageDate,
"1661447491","f77db500","f77db500","v2x","31.274416","121.16219","21001","4,12","2","0","0","1","消息验签失败","10-26 11:50",
"1661513325","f77db500","f77db500","v2x","31.274416","121.16219","21001","3,29","2","0","0","1","必选数据未填充","10-26 11:51",
"1661561997","f77db500","f77db500","v2x","31.274416","121.16219","21001","4,12","2","0","0","1","消息验签失败","10-26 11:52",
"1661568504","19bf56fa","19bf56fa","v2x","31.274578","121.1622","21001","3,29","2","0","0","1","必选数据未填充","10-26 11:52",
"1661707780","73bf57cc","73bf57cc","v2x","31.280573","121.169624","21001","3,29","1","0","0","1","必选数据未填充","10-26 11:55",
"1661718913","19bf56fa","19bf56fa","v2x","31.274578","121.16221","21001","3,29","2","0","0","1","必选数据未填充","10-26 11:55",
"1661729228","f77db500","f77db500","v2x","31.274826","121.16147","21001","4,12","2","0","0","1","消息验签失败","10-26 11:55",
"1661766624","f77db500","f77db500","v2x","31.274826","121.16147","21001","2,17","2","0","0","1","消息已过期","10-26 11:56",
"1661782329","73bf57cc","73bf57cc","v2x","31.280573","121.169624","21001","4,12","1","0","0","1","消息验签失败","10-26 11:56",
"1661872006","f77db500","f77db500","v2x","31.274826","121.16147","21001","2,17","2","0","0","1","消息已过期","10-26 11:57",
"1661871697","19bf56fa","19bf56fa","v2x","31.274578","121.16221","21001","2,17","2","0","0","1","消息已过期","10-26 11:57",
"1661995002","19bf56fa","19bf56fa","v2x","31.274578","121.16221","21001","2,17","2","0","0","1","消息已过期","10-26 11:59",
"1661995536","f77db500","f77db500","v2x","31.274826","121.16147","21001","2,17","2","0","0","1","消息已过期","10-26 11:59",
"1661996320","f77db500","f77db500","v2x","31.274416","121.16219","21001","3,29","2","0","0","1","必选数据未填充","10-26 11:59",
"1661999322","f77db500","f77db500","v2x","31.274416","121.16219","21001","4,12","2","0","0","1","消息验签失败","10-26 12:00",
"1662004300","19bf56fa","19bf56fa","v2x","31.274578","121.16221","21001","4,12","2","0","0","1","消息验签失败","10-26 12:00",
"1662156766","73bf57cc","73bf57cc","v2x","31.280573","121.169624","21001","2,23","1","0","0","1","AID与网络层不匹配","10-26 12:02",
"1662157989","f77db500","f77db500","v2x","31.274416","121.16219","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:02",
"1662209200","106590","106590","v2x","31.274698","121.16225","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:03",
"1662213907","106590","106590","v2x","31.274708","121.16225","21001","4,12","2","0","0","1","消息验签失败","10-26 12:03",
"1662241721","f77db500","f77db500","v2x","31.274826","121.16147","21001","4,12","2","0","0","1","消息验签失败","10-26 12:04",
"1662248814","f77db500","f77db500","v2x","31.274826","121.16147","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:04",
"1662269523","73bf57cc","73bf57cc","v2x","31.280573","121.169624","21001","3,29","1","0","0","1","必选数据未填充","10-26 12:04",
"1662315227","106590","106590","v2x","31.273146","121.16447","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 12:05",
"1662335311","106590","106590","v2x","31.273785","121.165016","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 12:05",
"1662325313","106590","106590","v2x","31.273209","121.16491","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 12:05",
"1662359931","f77db500","f77db500","v2x","31.274336","121.16218","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:06",
"1662390260","106590","106590","v2x","31.279274","121.16514","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:06",
"1662433032","f77db500","f77db500","v2x","31.274336","121.16218","21001","2,17","2","0","0","1","消息已过期","10-26 12:07",
"1662437702","73bf57cc","73bf57cc","v2x","31.280573","121.169624","21001","2,9","1","0","0","1","安全层报文解码失败","10-26 12:07",
"1662423044","f77db500","f77db500","v2x","31.274336","121.16218","21001","2,17","2","0","0","1","消息已过期","10-26 12:07",
"1662454008","f77db500","f77db500","v2x","31.274822","121.16119","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:07",
"1662461343","73bf57cc","73bf57cc","v2x","31.280573","121.169624","21001","2,23","1","0","0","1","AID与网络层不匹配","10-26 12:07",
"1662463351","73bf57cc","73bf57cc","v2x","31.280573","121.169624","21001","3,29","1","0","0","1","必选数据未填充","10-26 12:07",
"1662480115","f77db500","f77db500","v2x","31.274832","121.1614","21001","4,12","2","0","0","1","消息验签失败","10-26 12:08",
"1662515745","106590","106590","v2x","31.282139","121.177246","21001","2,23","2","0","0","1","AID与网络层不匹配","10-26 12:08",
"1662598936","708a7393","708a7393","v2x","31.276257","121.183235","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 12:10",
"1662598799","19bf56fa","19bf56fa","v2x","31.274578","121.16221","21001","4,12","2","0","0","1","消息验签失败","10-26 12:10",
"1662599173","f77db500","f77db500","v2x","31.274406","121.162186","21001","4,12","2","0","0","1","消息验签失败","10-26 12:10",
"1662611421","708a7393","708a7393","v2x","31.275131","121.184715","21001","2,23","2","0","0","1","AID与网络层不匹配","10-26 12:10",
"1662632535","708a7393","708a7393","v2x","31.27433","121.187225","21001","3,33","2","0","0","1","证书链错误","10-26 12:10",
"1662662140","f77db500","f77db500","v2x","31.274406","121.162186","21001","4,12","2","0","0","1","消息验签失败","10-26 12:11",
"1662674700","19bf56fa","19bf56fa","v2x","31.274578","121.16221","21001","4,12","2","0","0","1","消息验签失败","10-26 12:11",
"1662693665","708a7393","708a7393","v2x","31.27447","121.18904","21001","2,23","2","0","0","1","AID与网络层不匹配","10-26 12:11",
"1662703619","73bf57cc","73bf57cc","v2x","31.274464","121.18622","21001","2,23","1","0","0","1","AID与网络层不匹配","10-26 12:11",
"1662705417","73bf57cc","73bf57cc","v2x","31.274422","121.18639","21001","3,33","1","0","0","1","证书链错误","10-26 12:11",
"1662803945","708a7393","708a7393","v2x","31.264982","121.19578","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:13",
"1662804437","708a7393","708a7393","v2x","31.264948","121.195786","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 12:13",
"1662899238","2e00ff5e","2e00ff5e","v2x","31.258886","121.18925","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 12:15",
"1662930195","19bf56fa","19bf56fa","v2x","31.274578","121.16221","21001","4,12","2","0","0","1","消息验签失败","10-26 12:15",
"1662930567","f77db500","f77db500","v2x","31.274406","121.162186","21001","4,12","2","0","0","1","消息验签失败","10-26 12:15",
"1663133919","f77db500","f77db500","v2x","31.274406","121.162186","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:18",
"1663198878","4b05191f","4b05191f","v2x","31.273632","121.170586","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 12:20",
"1663199497","19bf56fa","19bf56fa","v2x","31.274578","121.16221","21001","4,12","2","0","0","1","消息验签失败","10-26 12:20",
"1663200011","f77db500","f77db500","v2x","31.27485","121.16119","21001","4,12","2","0","0","1","消息验签失败","10-26 12:20",
"1663266197","19bf56fa","19bf56fa","v2x","31.274578","121.16221","21001","4,12","2","0","0","1","消息验签失败","10-26 12:21",
"1663266525","f77db500","f77db500","v2x","31.274406","121.162186","21001","4,12","2","0","0","1","消息验签失败","10-26 12:21",
"1663282835","f77db500","f77db500","v2x","31.274406","121.162186","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 12:21",
"1663299540","f77db500","f77db500","v2x","31.274406","121.162186","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:21",
"1663319687","4b05191f","4b05191f","v2x","31.273178","121.16408","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:22",
"1663334015","f77db500","f77db500","v2x","31.27482","121.1615","21001","4,12","2","0","0","1","消息验签失败","10-26 12:22",
"1663333800","19bf56fa","19bf56fa","v2x","31.274578","121.16221","21001","4,12","2","0","0","1","消息验签失败","10-26 12:22",
"1663379475","4b05191f","4b05191f","v2x","31.274307","121.16184","21001","4,12","2","0","0","1","消息验签失败","10-26 12:23",
"1663448639","73bf57cc","73bf57cc","v2x","31.272642","121.175545","21001","2,16","1","0","0","1","消息时间过早","10-26 12:24",
"1663454438","73bf57cc","73bf57cc","v2x","31.272839","121.175224","21001","2,9","1","0","0","1","安全层报文解码失败","10-26 12:24",
"1663480037","f77db500","f77db500","v2x","31.28009","121.16509","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:24",
"1663563453","73bf57cc","73bf57cc","v2x","31.273577","121.17116","21001","2,9","1","0","0","1","安全层报文解码失败","10-26 12:26",
"1663572737","f77db500","f77db500","v2x","31.28221","121.1751","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:26",
"1663626518","f77db500","f77db500","v2x","31.274801","121.16141","21001","4,12","2","0","0","1","消息验签失败","10-26 12:27",
"1663678884","f77db500","f77db500","v2x","31.273232","121.16339","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:28",
"1663723219","106590","106590","v2x","31.273275","121.163","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:28",
"1663785596","73bf57cc","73bf57cc","v2x","31.280409","121.167046","21001","3,29","1","0","0","1","必选数据未填充","10-26 12:29",
"1663839310","106590","106590","v2x","31.276674","121.16526","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:30",
"1663845325","f77db500","f77db500","v2x","31.274862","121.16081","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:30",
"1663940615","f77db500","f77db500","v2x","31.2801","121.16489","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:32",
"1664001894","f77db500","f77db500","v2x","31.274328","121.16225","21001","4,12","2","0","0","1","消息验签失败","10-26 12:33",
"1664107595","f77db500","f77db500","v2x","31.274328","121.16225","21001","4,12","2","0","0","1","消息验签失败","10-26 12:35",
"1664196331","f77db500","f77db500","v2x","31.272696","121.17546","21001","2,16","2","0","0","1","消息时间过早","10-26 12:36",
"1664202102","f77db500","f77db500","v2x","31.274328","121.16225","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:36",
"1664217199","f77db500","f77db500","v2x","31.273403","121.17252","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 12:36",
"1664223001","f77db500","f77db500","v2x","31.274328","121.16225","21001","4,12","2","0","0","1","消息验签失败","10-26 12:37",
"1664270061","73bf57cc","73bf57cc","v2x","31.280565","121.16953","21001","3,29","1","0","0","1","必选数据未填充","10-26 12:37",
"1664270320","106590","106590","v2x","31.278683","121.16896","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:37",
"1664341060","73bf57cc","73bf57cc","v2x","31.280565","121.16953","21001","2,23","1","0","0","1","AID与网络层不匹配","10-26 12:39",
"1664585627","f77db500","f77db500","v2x","31.273157","121.16418","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:43",
"1664618421","106590","106590","v2x","31.278868","121.16906","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:43",
"1664651373","73bf57cc","73bf57cc","v2x","31.274343","121.18697","21001","3,33","1","0","0","1","证书链错误","10-26 12:44",
"1664664019","f77db500","f77db500","v2x","31.27359","121.16499","21001","2,16","2","0","0","1","消息时间过早","10-26 12:44",
"1664744946","106590","106590","v2x","31.282219","121.175095","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:45",
"1664783818","f77db500","f77db500","v2x","31.280088","121.164825","21001","3,29","2","0","0","1","必选数据未填充","10-26 12:46",
"1664837408","f77db500","f77db500","v2x","31.275936","121.16504","21001","2,17","2","0","0","1","消息已过期","10-26 12:47",
"1665246784","69e002d6","69e002d6","v2x","31.272703","121.17539","21001","2,16","1","0","0","1","消息时间过早","10-26 12:54",
"1665251472","69e002d6","69e002d6","v2x","31.272966","121.174866","21001","2,9","1","0","0","1","安全层报文解码失败","10-26 12:54",
"1665263435","37b3d727","37b3d727","v2x","31.27326","121.173386","21001","2,9","1","0","0","1","安全层报文解码失败","10-26 12:54",
"1665264438","37b3d727","37b3d727","v2x","31.273277","121.17326","21001","2,16","1","0","0","1","消息时间过早","10-26 12:54",
"1665368909","37b3d727","37b3d727","v2x","31.274807","121.16509","21001","3,29","1","0","0","1","必选数据未填充","10-26 12:56",
"1666374165","37b3d727","37b3d727","v2x","31.28057","121.16963","21001","3,29","1","0","0","1","必选数据未填充","10-26 13:12",
"1666497257","37b3d727","37b3d727","v2x","31.28057","121.16963","21001","3,29","1","0","0","1","必选数据未填充","10-26 13:14",
"1666567871","37b3d727","37b3d727","v2x","31.28057","121.16963","21001","2,17","1","0","0","1","消息已过期","10-26 13:16",
"1666642529","37b3d727","37b3d727","v2x","31.28057","121.16963","21001","3,29","1","0","0","1","必选数据未填充","10-26 13:17",
"1666823146","37b3d727","37b3d727","v2x","31.28057","121.16963","21001","4,12","1","0","0","1","消息验签失败","10-26 13:20",
"1666840638","37b3d727","37b3d727","v2x","31.28057","121.16963","21001","2,17","1","0","0","1","消息已过期","10-26 13:20",
"1666864704","37b3d727","37b3d727","v2x","31.28057","121.16963","21001","3,29","1","0","0","1","必选数据未填充","10-26 13:21",
"1667081740","2f84c5a8","2f84c5a8","v2x","31.288815","121.16339","21001","3,29","2","0","0","1","必选数据未填充","10-26 13:24",
"1667167762","22573f9","22573f9","v2x","31.280872","121.164604","21001","3,29","2","0","0","1","必选数据未填充","10-26 13:26",
"1667256980","22573f9","22573f9","v2x","31.280512","121.16471","21001","3,29","2","0","0","1","必选数据未填充","10-26 13:27",
"1667312509","6590","6590","v2x","31.270048","121.1705","21001","3,29","2","0","0","1","必选数据未填充","10-26 13:28",
"1667336900","f77db500","f77db500","v2x","31.2714","121.1686","21001","3,29","2","0","0","1","必选数据未填充","10-26 13:28",
"1667342202","f77db500","f77db500","v2x","31.271458","121.16852","21001","2,23","2","0","0","1","AID与网络层不匹配","10-26 13:29",
"1667387961","22573f9","22573f9","v2x","31.279655","121.16986","21001","2,17","2","0","0","1","消息已过期","10-26 13:29",
"1667407576","37b3d727","37b3d727","v2x","31.28057","121.16963","21001","2,17","1","0","0","1","消息已过期","10-26 13:30",
"1667439824","22573f9","22573f9","v2x","31.279146","121.16976","21001","3,29","2","0","0","1","必选数据未填充","10-26 13:30",
"1667444737","f77db500","f77db500","v2x","31.273163","121.16623","21001","3,29","2","0","0","1","必选数据未填充","10-26 13:30",
"1667463999","106590","106590","v2x","31.27899","121.1689","21001","3,29","2","0","0","1","必选数据未填充","10-26 13:31",
"1667464841","37b3d727","37b3d727","v2x","31.28057","121.16963","21001","3,29","1","0","0","1","必选数据未填充","10-26 13:31",
"1667474334","37b3d727","37b3d727","v2x","31.28057","121.16963","21001","2,23","1","0","0","1","AID与网络层不匹配","10-26 13:31",
"1667611599","106590","106590","v2x","31.279448","121.169846","21001","2,17","2","0","0","1","消息已过期","10-26 13:33",
"1667612338","f77db500","f77db500","v2x","31.279282","121.16894","21001","2,17","2","0","0","1","消息已过期","10-26 13:33",
"1667613108","37b3d727","37b3d727","v2x","31.28057","121.16963","21001","2,17","1","0","0","1","消息已过期","10-26 13:33",
"1667639954","37b3d727","37b3d727","v2x","31.28057","121.16963","21001","3,29","1","0","0","1","必选数据未填充","10-26 13:34",
"1667643009","106590","106590","v2x","31.279446","121.16983","21001","3,29","2","0","0","1","必选数据未填充","10-26 13:34",
"1667678411","6590","6590","v2x","31.279282","121.16895","21001","3,29","2","0","0","1","必选数据未填充","10-26 13:34",
"1667736945","f77db500","f77db500","v2x","31.279095","121.16916","21001","3,29","2","0","0","1","必选数据未填充","10-26 13:35",
"1667754543","f77db500","f77db500","v2x","31.27901","121.16922","21001","4,12","2","0","0","1","消息验签失败","10-26 13:35",
"1667804892","37b3d727","37b3d727","v2x","31.28057","121.16963","21001","3,29","1","0","0","1","必选数据未填充","10-26 13:36",
"1667846113","37b3d727","37b3d727","v2x","31.28057","121.16963","21001","2,23","1","0","0","1","AID与网络层不匹配","10-26 13:37",
"1667939352","37b3d727","37b3d727","v2x","31.28057","121.16963","21001","2,23","1","0","0","1","AID与网络层不匹配","10-26 13:39",
"1668166000","106590","106590","v2x","31.27902","121.169846","21001","3,29","2","0","0","1","必选数据未填充","10-26 13:42",
"1668217385","37b3d727","37b3d727","v2x","31.280685","121.16904","21001","3,29","1","0","0","1","必选数据未填充","10-26 13:43",
"1668299331","37b3d727","37b3d727","v2x","31.279106","121.169136","21001","2,17","1","0","0","1","消息已过期","10-26 13:45",
"1668334879","37b3d727","37b3d727","v2x","31.278866","121.169464","21001","3,29","1","0","0","1","必选数据未填充","10-26 13:45",
"1668429397","37b3d727","37b3d727","v2x","31.278934","121.169464","21001","3,29","1","0","0","1","必选数据未填充","10-26 13:47",
"1668652667","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","4,12","1","0","0","1","消息验签失败","10-26 13:50",
"1668975851","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","4,12","1","0","0","1","消息验签失败","10-26 13:56",
"1669056338","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","4,12","1","0","0","1","消息验签失败","10-26 13:57",
"1669100493","f77db500","f77db500","v2x","31.278786","121.16943","21001","3,29","2","0","0","1","必选数据未填充","10-26 13:58",
"1669126023","f77db500","f77db500","v2x","31.278765","121.16956","21001","4,12","2","0","0","1","消息验签失败","10-26 13:58",
"1669157201","806490","806490","v2x","31.279566","121.16921","21001","3,29","2","0","0","1","必选数据未填充","10-26 13:59",
"1669161131","f77db500","f77db500","v2x","31.278746","121.16952","21001","2,17","2","0","0","1","消息已过期","10-26 13:59",
"1669161636","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","2,17","1","0","0","1","消息已过期","10-26 13:59",
"1669161814","806490","806490","v2x","31.279367","121.169136","21001","2,17","2","0","0","1","消息已过期","10-26 13:59",
"1669282404","806490","806490","v2x","31.2792","121.16905","21001","3,29","2","0","0","1","必选数据未填充","10-26 14:01",
"1669308849","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","4,12","1","0","0","1","消息验签失败","10-26 14:01",
"1669345222","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","3,29","1","0","0","1","必选数据未填充","10-26 14:02",
"1669350208","106590","106590","v2x","31.278706","121.16959","21001","3,29","2","0","0","1","必选数据未填充","10-26 14:02",
"1669399976","806490","806490","v2x","31.279202","121.16905","21001","4,12","2","0","0","1","消息验签失败","10-26 14:03",
"1669400382","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","4,12","1","0","0","1","消息验签失败","10-26 14:03",
"1669493686","806490","806490","v2x","31.279202","121.16905","21001","2,17","2","0","0","1","消息已过期","10-26 14:04",
"1669493873","106590","106590","v2x","31.278814","121.16968","21001","2,17","2","0","0","1","消息已过期","10-26 14:04",
"1669494077","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","2,17","1","0","0","1","消息已过期","10-26 14:04",
"1669519146","106590","106590","v2x","31.278824","121.16969","21001","3,29","2","0","0","1","必选数据未填充","10-26 14:05",
"1669519366","806490","806490","v2x","31.279142","121.16912","21001","3,29","2","0","0","1","必选数据未填充","10-26 14:05",
"1669524630","106590","106590","v2x","31.278818","121.169685","21001","4,12","2","0","0","1","消息验签失败","10-26 14:05",
"1669680162","806490","806490","v2x","31.27914","121.16912","21001","4,12","2","0","0","1","消息验签失败","10-26 14:08",
"1669945092","806490","806490","v2x","31.279062","121.16919","21001","4,12","2","0","0","1","消息验签失败","10-26 14:12",
"1670370189","806490","806490","v2x","31.278883","121.16936","21001","3,29","2","0","0","1","必选数据未填充","10-26 14:19",
"1670481687","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","3,29","1","0","0","1","必选数据未填充","10-26 14:21",
"1670493391","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","4,12","1","0","0","1","消息验签失败","10-26 14:21",
"1670609183","806490","806490","v2x","31.27874","121.16946","21001","4,12","2","0","0","1","消息验签失败","10-26 14:23",
"1670643750","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","4,12","1","0","0","1","消息验签失败","10-26 14:24",
"1670737809","106590","106590","v2x","31.278843","121.1697","21001","3,29","2","0","0","1","必选数据未填充","10-26 14:25",
"1670759212","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","4,12","1","0","0","1","消息验签失败","10-26 14:26",
"1670918345","806490","806490","v2x","31.278774","121.16972","21001","4,12","2","0","0","1","消息验签失败","10-26 14:28",
"1671026992","806490","806490","v2x","31.278774","121.16975","21001","3,29","2","0","0","1","必选数据未填充","10-26 14:30",
"1671256816","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","4,12","1","0","0","1","消息验签失败","10-26 14:34",
"1671382965","806490","806490","v2x","31.27877","121.16972","21001","3,29","2","0","0","1","必选数据未填充","10-26 14:36",
"1671596753","806490","806490","v2x","31.27877","121.16972","21001","3,29","2","0","0","1","必选数据未填充","10-26 14:39",
"1671858209","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","3,29","1","0","0","1","必选数据未填充","10-26 14:44",
"1672116865","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","3,29","1","0","0","1","必选数据未填充","10-26 14:48",
"1672198295","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","3,29","1","0","0","1","必选数据未填充","10-26 14:50",
"1672499507","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","3,29","1","0","0","1","必选数据未填充","10-26 14:55",
"1673168658","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","4,12","1","0","0","1","消息验签失败","10-26 15:06",
"1673753156","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","3,29","1","0","0","1","必选数据未填充","10-26 15:15",
"1673811204","806490","806490","v2x","31.279194","121.169876","21001","2,17","2","0","0","1","消息已过期","10-26 15:16",
"1673811430","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","2,17","1","0","0","1","消息已过期","10-26 15:16",
"1673835882","806490","806490","v2x","31.279371","121.17","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:17",
"1673997681","806490","806490","v2x","31.279373","121.17","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:19",
"1673998051","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","3,29","1","0","0","1","必选数据未填充","10-26 15:19",
"1674054293","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","2,17","1","0","0","1","消息已过期","10-26 15:20",
"1674054203","806490","806490","v2x","31.279333","121.16997","21001","2,17","2","0","0","1","消息已过期","10-26 15:20",
"1674167033","37b3d727","37b3d727","v2x","31.278938","121.16947","21001","3,29","1","0","0","1","必选数据未填充","10-26 15:22",
"1674167119","806490","806490","v2x","31.280584","121.16979","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:22",
"1674201324","6590","6590","v2x","31.278757","121.16956","21001","2,17","2","0","0","1","消息已过期","10-26 15:23",
"1603692047488","OBU","v2x","1cc718f7f73680a5","31.260477","121.1846","0","0","1","2","3","2","21002","24","证书链错误","10-26 15:24",
"1674305643","37b3d727","37b3d727","v2x","31.278917","121.169426","21001","4,12","1","0","0","1","消息验签失败","10-26 15:25",
"1674324600","106590","106590","v2x","31.278757","121.16962","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:25",
"1674348670","806490","806490","v2x","31.280586","121.169785","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:25",
"1674358371","106590","106590","v2x","31.278727","121.16955","21001","4,12","2","0","0","1","消息验签失败","10-26 15:26",
"1674365555","37b3d727","37b3d727","v2x","31.278915","121.16935","21001","2,17","1","0","0","1","消息已过期","10-26 15:26",
"1674368477","806490","806490","v2x","31.280586","121.169785","21001","2,17","2","0","0","1","消息已过期","10-26 15:26",
"1674373898","106590","106590","v2x","31.278727","121.16953","21001","2,17","2","0","0","1","消息已过期","10-26 15:26",
"1674377082","806490","806490","v2x","31.280586","121.169785","21001","4,12","2","0","0","1","消息验签失败","10-26 15:26",
"1674404496","6590","6590","v2x","31.279371","121.16919","21001","2,17","2","0","0","1","消息已过期","10-26 15:26",
"1674421057","106590","106590","v2x","31.278774","121.16944","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:27",
"1674421246","37b3d727","37b3d727","v2x","31.278976","121.16927","21001","3,29","1","0","0","1","必选数据未填充","10-26 15:27",
"1674427095","806490","806490","v2x","31.280586","121.169785","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:27",
"1674457074","806490","806490","v2x","31.280586","121.169785","21001","4,12","2","0","0","1","消息验签失败","10-26 15:27",
"1674458701","106590","106590","v2x","31.278786","121.16942","21001","4,12","2","0","0","1","消息验签失败","10-26 15:27",
"1674474168","37b3d727","37b3d727","v2x","31.279062","121.16919","21001","4,12","1","0","0","1","消息验签失败","10-26 15:27",
"1674520203","106590","106590","v2x","31.278845","121.16934","21001","4,12","2","0","0","1","消息验签失败","10-26 15:28",
"1674520077","806490","806490","v2x","31.280586","121.169785","21001","4,12","2","0","0","1","消息验签失败","10-26 15:28",
"1674530599","f77db500","f77db500","v2x","31.278816","121.16942","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:28",
"1674538905","f77db500","f77db500","v2x","31.278814","121.169426","21001","2,17","2","0","0","1","消息已过期","10-26 15:29",
"1674539265","106590","106590","v2x","31.278847","121.16934","21001","2,17","2","0","0","1","消息已过期","10-26 15:29",
"1674541090","37b3d727","37b3d727","v2x","31.279078","121.169174","21001","2,17","1","0","0","1","消息已过期","10-26 15:29",
"1674565397","806490","806490","v2x","31.280584","121.169785","21001","2,17","2","0","0","1","消息已过期","10-26 15:29",
"1674572042","106590","106590","v2x","31.27885","121.169334","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:29",
"1674598326","f77db500","f77db500","v2x","31.27888","121.16935","21001","4,12","2","0","0","1","消息验签失败","10-26 15:30",
"1674604439","37b3d727","37b3d727","v2x","31.279156","121.169136","21001","4,12","1","0","0","1","消息验签失败","10-26 15:30",
"1674660520","f77db500","f77db500","v2x","31.278967","121.16928","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:31",
"1674661349","106590","106590","v2x","31.278961","121.169235","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:31",
"1603697560697","OBU","v2x","ba66947b","31.273987","121.16254","31.272133","121.16715","1","1","3","2","21002","3,18,21","消息验签失败,车辆类型错误,车辆挡位异常","10-26 15:32",
"1674776535","f77db500","f77db500","v2x","31.279037","121.169205","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:33",
"1674789437","37b3d727","37b3d727","v2x","31.279438","121.16911","21001","4,12","1","0","0","1","消息验签失败","10-26 15:33",
"1674792145","37b3d727","37b3d727","v2x","31.279438","121.16911","21001","3,29","1","0","0","1","必选数据未填充","10-26 15:33",
"1674793644","37b3d727","37b3d727","v2x","31.279438","121.16911","21001","2,17","1","0","0","1","消息已过期","10-26 15:33",
"1674793658","106590","106590","v2x","31.279013","121.1692","21001","2,17","2","0","0","1","消息已过期","10-26 15:33",
"1674795398","6590","6590","v2x","31.279331","121.16907","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:33",
"1674800935","806490","806490","v2x","31.280582","121.169785","21001","2,17","2","0","0","1","消息已过期","10-26 15:33",
"1674800119","f77db500","f77db500","v2x","31.27904","121.169205","21001","2,17","2","0","0","1","消息已过期","10-26 15:33",
"1674807606","6590","6590","v2x","31.279303","121.16907","21001","2,17","2","0","0","1","消息已过期","10-26 15:33",
"1674837012","106590","106590","v2x","31.279036","121.169174","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:33",
"1603697639822","OBU","v2x","f85d59b4","31.273972","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:34",
"1603697647373","OBU","v2x","1","31.273972","121.16248","31.259657","121.18181","1","1","3","1","21002","24","证书链错误","10-26 15:34",
"1603697647749","OBU","v2x","3040a41f","31.273972","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:34",
